Motivation_Level,Exam_Score,Sleep_Level,Study_Level,Attendance_Level
Medium,62,High,Low,Medium
Medium,64,Medium,Low,High
High,66,Medium,Low,Medium
Low,64,Low,Low,Medium
Low,71,Medium,Low,High
Low,68,Medium,Low,High
Low,70,Medium,Low,High
High,66,Medium,Medium,Medium
Low,71,Medium,Medium,High
Medium,68,High,Low,Medium
High,66,High,Medium,Medium
High,66,High,Medium,Medium
Medium,65,High,Low,Medium
Medium,64,Medium,Low,Medium
Medium,67,Medium,Low,High
Low,65,High,Low,Medium
Low,69,High,Medium,Medium
Low,69,Medium,Medium,Medium
Medium,69,Medium,Medium,Medium
Low,68,Low,Low,High
Medium,67,Low,Medium,Medium
High,68,Medium,Low,High
Medium,65,Medium,Medium,Medium
Medium,69,Medium,Low,High
High,73,Low,Medium,High
Low,76,High,Medium,High
Medium,69,Medium,Low,High
Low,69,High,Low,High
Medium,68,Medium,Medium,Medium
Medium,70,Medium,Low,Medium
Low,64,High,Low,High
Low,73,Medium,Medium,High
High,64,Medium,Low,Medium
Medium,65,Medium,Low,Medium
Medium,69,Medium,Medium,High
Medium,62,High,Low,Medium
High,64,Medium,Low,Medium
Low,64,Medium,Medium,Medium
Medium,67,Medium,Low,High
High,69,High,Low,High
Medium,67,Medium,Low,Medium
Medium,65,High,Low,Medium
High,63,High,Low,Medium
Medium,66,Medium,Medium,Medium
High,70,Medium,Low,High
Low,70,Medium,Medium,High
High,67,High,Low,Medium
Medium,65,Medium,Low,High
Medium,70,Medium,Medium,High
High,66,Medium,Low,Medium
High,66,High,Low,Medium
Low,72,High,Medium,High
High,64,High,Low,Medium
Low,70,Medium,Low,High
Low,71,Medium,Medium,Medium
Low,66,Medium,Low,High
High,70,Medium,Low,High
Medium,64,Medium,Low,High
Low,70,Medium,Medium,High
Medium,67,Low,Low,High
Low,65,Medium,Low,High
Medium,68,Medium,Medium,Medium
Medium,69,High,Medium,Medium
Low,68,Medium,Low,High
High,68,Medium,Low,High
Medium,64,High,Low,Medium
